time,temperature_2m (Â°C),relative_humidity_2m (%),precipitation_probability (%),rain (mm),cloud_cover (%)
2025-01-15T06:00,23.9,80,28,0,95
2025-01-15T07:00,23.9,82,20,0,94
2025-01-15T08:00,24.4,82,40,0,94
2025-01-15T09:00,24.9,81,30,0,94
2025-01-15T10:00,25.8,77,23,0,95
2025-01-15T11:00,26.8,73,8,0,95
2025-01-15T12:00,27.8,69,8,0,95
2025-01-15T13:00,29.2,65,0,0,90
2025-01-15T14:00,30.1,61,3,0,80
2025-01-15T15:00,30,60,5,0,86
2025-01-15T16:00,29.4,63,5,0,83
2025-01-15T17:00,28.6,66,5,0,90
2025-01-15T18:00,27.8,67,3,0,75
2025-01-15T19:00,28.5,62,3,0,69
2025-01-15T20:00,27.5,67,5,0,100
2025-01-15T21:00,26.9,71,5,0,100
2025-01-15T22:00,26.5,72,3,0,100
2025-01-15T23:00,26.1,74,0,0,100
2025-01-16T00:00,26.2,72,0,0,95
2025-01-16T01:00,26.2,71,0,0,81
2025-01-16T02:00,26.1,70,3,0,89
2025-01-16T03:00,25.8,71,3,0,97
2025-01-16T04:00,25.4,73,0,0,99
2025-01-16T05:00,25.2,73,3,0,96
2025-01-16T06:00,25.1,73,5,0,83
2025-01-16T07:00,25,70,5,0,73
2025-01-16T08:00,25.7,69,0,0,67
2025-01-16T09:00,26.9,63,0,0,60
2025-01-16T10:00,28.2,58,0,0,47
2025-01-16T11:00,29.6,52,0,0,42
2025-01-16T12:00,30.8,48,0,0,36
2025-01-16T13:00,31.5,48,0,0,34
2025-01-16T14:00,31.9,46,0,0,45
2025-01-16T15:00,31.8,45,0,0,63
2025-01-16T16:00,31.4,45,0,0,68
2025-01-16T17:00,30.8,45,0,0,76
2025-01-16T18:00,29.7,47,0,0,33
2025-01-16T19:00,28.7,52,0,0,43
2025-01-16T20:00,27.4,57,0,0,5
2025-01-16T21:00,26.5,60,0,0,48
2025-01-16T22:00,26.5,55,0,0,97
2025-01-16T23:00,25.8,52,0,0,100
2025-01-17T00:00,24.9,53,0,0,57
2025-01-17T01:00,24.2,57,0,0,95
2025-01-17T02:00,23.5,60,0,0,96
2025-01-17T03:00,22.9,64,0,0,100
2025-01-17T04:00,22.4,66,0,0,100
2025-01-17T05:00,22,68,0,0,61
2025-01-17T06:00,21.5,70,0,0,67
2025-01-17T07:00,21.4,72,0,0,77
2025-01-17T08:00,22.5,70,0,0,31
2025-01-17T09:00,24,65,0,0,56
2025-01-17T10:00,25.7,59,0,0,100
2025-01-17T11:00,27.6,52,0,0,100
2025-01-17T12:00,29,48,0,0,100
2025-01-17T13:00,30.2,46,0,0,100
2025-01-17T14:00,30.9,44,0,0,100
2025-01-17T15:00,31.1,43,0,0,100
2025-01-17T16:00,30.9,43,0,0,100
2025-01-17T17:00,30.3,44,0,0,100
2025-01-17T18:00,28.7,50,0,0,100
2025-01-17T19:00,27.2,56,0,0,100
2025-01-17T20:00,26.1,60,0,0,10
2025-01-17T21:00,25.3,63,0,0,0
2025-01-17T22:00,24.8,63,0,0,0
2025-01-17T23:00,24.3,63,0,0,48
2025-01-18T00:00,23.5,66,0,0,100
2025-01-18T01:00,22.9,69,0,0,100
2025-01-18T02:00,22.1,73,0,0,100
2025-01-18T03:00,21.4,75,0,0,20
2025-01-18T04:00,20.9,76,0,0,5
2025-01-18T05:00,20.7,75,0,0,0
2025-01-18T06:00,20.2,77,0,0,3
2025-01-18T07:00,20,82,0,0,0
2025-01-18T08:00,21.4,76,0,0,0
2025-01-18T09:00,23.1,68,0,0,11
2025-01-18T10:00,25,62,0,0,5
2025-01-18T11:00,27,54,0,0,80
2025-01-18T12:00,28.7,49,0,0,84
2025-01-18T13:00,30,46,0,0,12
2025-01-18T14:00,30.7,43,0,0,5
2025-01-18T15:00,30.8,42,0,0,17
2025-01-18T16:00,30.4,42,0,0,2
2025-01-18T17:00,29.7,44,0,0,0
2025-01-18T18:00,27.6,52,0,0,0
2025-01-18T19:00,26.7,57,0,0,0
2025-01-18T20:00,25.6,61,0,0,0
2025-01-18T21:00,24.8,65,0,0,20
2025-01-18T22:00,24.1,68,0,0,0
2025-01-18T23:00,23.5,71,0,0,0
2025-01-19T00:00,23,74,0,0,0
2025-01-19T01:00,22.6,78,0,0,2
2025-01-19T02:00,22.2,80,0,0,0
2025-01-19T03:00,21.9,80,0,0,6
2025-01-19T04:00,21.6,80,0,0,70
2025-01-19T05:00,21.2,81,0,0,1
2025-01-19T06:00,20.8,82,0,0,0
2025-01-19T07:00,21.1,83,0,0,0
2025-01-19T08:00,22.7,77,0,0,0
2025-01-19T09:00,24.6,68,0,0,0
2025-01-19T10:00,26.4,61,0,0,0
2025-01-19T11:00,28.3,55,0,0,0
2025-01-19T12:00,29.9,49,0,0,4
2025-01-19T13:00,30.5,49,0,0,34
2025-01-19T14:00,31,47,0,0,39
2025-01-19T15:00,31.1,47,0,0,48
2025-01-19T16:00,30.7,47,0,0,92
2025-01-19T17:00,30,48,0,0,74
2025-01-19T18:00,27.9,56,0,0,54
2025-01-19T19:00,26.6,62,0,0,29
2025-01-19T20:00,25.4,67,0,0,100
2025-01-19T21:00,24.7,69,0,0,100
2025-01-19T22:00,24.1,71,0,0,91
2025-01-19T23:00,23.4,75,0,0,92
2025-01-20T00:00,22.8,78,0,0,100
2025-01-20T01:00,22.5,80,0,0,100
2025-01-20T02:00,22.2,81,0,0,100
2025-01-20T03:00,22,82,0,0,100
2025-01-20T04:00,21.7,84,0,0,100
2025-01-20T05:00,21.5,88,0,0,100
2025-01-20T06:00,21.3,87,0,0,100
2025-01-20T07:00,21.7,85,0,0,100
2025-01-20T08:00,23.1,79,0,0,100
2025-01-20T09:00,24.7,68,0,0,100
2025-01-20T10:00,26.2,61,0,0,100
2025-01-20T11:00,28,52,0,0,90
2025-01-20T12:00,29.4,46,0,0,13
2025-01-20T13:00,30.2,45,0,0,14
2025-01-20T14:00,30.7,43,0,0,8
2025-01-20T15:00,30.8,41,0,0,0
2025-01-20T16:00,30.5,42,0,0,9
2025-01-20T17:00,29.7,44,0,0,0
2025-01-20T18:00,27.5,54,0,0,92
2025-01-20T19:00,25.8,64,0,0,7
2025-01-20T20:00,24.8,67,0,0,0
2025-01-20T21:00,23.7,70,0,0,20
2025-01-20T22:00,22.9,71,0,0,100
2025-01-20T23:00,22.3,73,0,0,3
2025-01-21T00:00,22,74,0,0,82
2025-01-21T01:00,21.9,74,0,0,100
2025-01-21T02:00,21.4,76,0,0,100
2025-01-21T03:00,20.8,77,0,0,95
2025-01-21T04:00,20.3,78,0,0,60
2025-01-21T05:00,19.9,79,0,0,77
2025-01-21T06:00,19.7,80,0,0,100
2025-01-21T07:00,19.8,82,0,0,100
2025-01-21T08:00,21.8,82,0,0,100
2025-01-21T09:00,24.2,72,0,0,100
2025-01-21T10:00,26.2,63,0,0,100
2025-01-21T11:00,27.8,54,0,0,100
2025-01-21T12:00,29,48,0,0,100
2025-01-21T13:00,30,45,0,0,100
2025-01-21T14:00,30.4,42,0,0,26
2025-01-21T15:00,30.5,42,0,0,12
2025-01-21T16:00,30.1,42,0,0,6
2025-01-21T17:00,29.4,44,0,0,23
2025-01-21T18:00,27.3,56,0,0,100
2025-01-21T19:00,26.5,56,0,0,100
2025-01-21T20:00,25.2,60,0,0,3
2025-01-21T21:00,23.8,65,0,0,100
2025-01-21T22:00,23,68,0,0,100
2025-01-21T23:00,22.6,69,0,0,100
2025-01-22T00:00,22.3,69,0,0,97
2025-01-22T01:00,21.4,71,0,0,49
2025-01-22T02:00,20.8,71,0,0,5
2025-01-22T03:00,20.3,72,0,0,0
2025-01-22T04:00,19.7,74,0,0,0
2025-01-22T05:00,19.4,75,0,0,3
2025-01-22T06:00,19.5,74,0,0,11
2025-01-22T07:00,19.2,80,0,0,58
2025-01-22T08:00,21,83,0,0,97
2025-01-22T09:00,24.1,73,0,0,94
2025-01-22T10:00,26.3,63,0,0,100
2025-01-22T11:00,27.8,57,0,0,100
2025-01-22T12:00,29.3,51,0,0,5
2025-01-22T13:00,30.4,47,0,0,7
2025-01-22T14:00,30.8,44,0,0,10
2025-01-22T15:00,30.9,44,0,0,10
2025-01-22T16:00,30.6,44,0,0,4
2025-01-22T17:00,29.8,47,0,0,1
2025-01-22T18:00,28.1,62,0,0,2
2025-01-22T19:00,28,55,0,0,90
2025-01-22T20:00,27.1,56,0,0,100
2025-01-22T21:00,26.4,57,0,0,100
2025-01-22T22:00,25.1,60,0,0,100
2025-01-22T23:00,23.5,66,0,0,100
2025-01-23T00:00,23,68,0,0,100
2025-01-23T01:00,22.2,73,0,0,100
2025-01-23T02:00,21.8,75,0,0,100
2025-01-23T03:00,21.5,76,0,0,100
2025-01-23T04:00,21.4,77,0,0,100
2025-01-23T05:00,20.4,82,0,0,100
2025-01-23T06:00,20.6,84,0,0,100
2025-01-23T07:00,20.9,88,0,0,100
2025-01-23T08:00,22.8,88,0,0,100
2025-01-23T09:00,25.4,81,0,0,100
2025-01-23T10:00,27.5,75,0,0,100
2025-01-23T11:00,29.3,61,0,0,66
2025-01-23T12:00,30.6,53,0,0,55
2025-01-23T13:00,31.3,51,0,0,100
2025-01-23T14:00,31.8,48,0,0,65
2025-01-23T15:00,31.9,48,0,0,79
2025-01-23T16:00,31.6,49,0,0,100
2025-01-23T17:00,30.8,51,0,0,100
2025-01-23T18:00,28.9,62,0,0,100
2025-01-23T19:00,27.6,68,0,0,100
2025-01-23T20:00,27,70,0,0,97
2025-01-23T21:00,26.8,70,0,0,100
2025-01-23T22:00,26.3,72,0,0,100
2025-01-23T23:00,25.3,75,0,0,100
2025-01-24T00:00,23.9,83,0,0,100
2025-01-24T01:00,23.3,82,0,0,100
2025-01-24T02:00,22.7,85,0,0,89
2025-01-24T03:00,22.2,87,0,0,45
2025-01-24T04:00,22,87,0,0,30
2025-01-24T05:00,21.8,87,0,0,16
2025-01-24T06:00,21.6,87,0,0,10
2025-01-24T07:00,21.8,89,0,0,41
2025-01-24T08:00,23.6,87,0,0,51
2025-01-24T09:00,26.6,73,0,0,94
2025-01-24T10:00,29,63,0,0,79
2025-01-24T11:00,30.7,56,0,0,46
2025-01-24T12:00,31.9,51,0,0,24
2025-01-24T13:00,32.4,51,0,0,34
2025-01-24T14:00,32.8,48,0,0,38
2025-01-24T15:00,32.9,47,0,0,32
2025-01-24T16:00,32.7,46,0,0,24
2025-01-24T17:00,32,46,0,0,14
2025-01-24T18:00,30,59,0,0,0
2025-01-24T19:00,29.4,61,0,0,43
2025-01-24T20:00,28.5,63,0,0,100
2025-01-24T21:00,26.8,67,0,0,100
2025-01-24T22:00,25.4,74,0,0,100
2025-01-24T23:00,24.7,77,0,0,13
2025-01-25T00:00,23.6,83,0,0,14
2025-01-25T01:00,23.3,86,0,0,100
2025-01-25T02:00,23.7,87,0,0,100
2025-01-25T03:00,23.6,91,0,0,43
2025-01-25T04:00,23.4,92,0,0,66
2025-01-25T05:00,23.2,92,0,0,78
2025-01-25T06:00,23.1,93,0,0,7
2025-01-25T07:00,23.2,93,0,0,0
2025-01-25T08:00,25.1,87,0,0,1
2025-01-25T09:00,27.1,78,0,0,3
2025-01-25T10:00,28.9,69,0,0,4
2025-01-25T11:00,30.5,62,0,0,28
2025-01-25T12:00,31.5,57,0,0,49
2025-01-25T13:00,31.8,57,0,0,63
2025-01-25T14:00,32.3,53,0,0,58
2025-01-25T15:00,32.5,53,0,0,57
2025-01-25T16:00,32.2,54,0,0,53
2025-01-25T17:00,31.6,55,0,0,34
2025-01-25T18:00,29.7,66,0,0,35
2025-01-25T19:00,28.3,72,0,0,46
2025-01-25T20:00,27.4,77,0,0,52
2025-01-25T21:00,26.7,81,0,0,79
2025-01-25T22:00,26.2,83,0,0,85
2025-01-25T23:00,25.8,85,0,0,79
2025-01-26T00:00,25.3,87,0,0,48
2025-01-26T01:00,25,86,0,0,82
2025-01-26T02:00,24.7,89,0,0,100
2025-01-26T03:00,24.5,89,0,0,87
2025-01-26T04:00,24.2,89,0,0,36
2025-01-26T05:00,23.9,89,0,0,47
2025-01-26T06:00,23.7,90,0,0,38
2025-01-26T07:00,23.9,90,0,0,38
2025-01-26T08:00,25.4,85,0,0,38
2025-01-26T09:00,27.2,78,0,0,43
2025-01-26T10:00,28.8,71,0,0,46
2025-01-26T11:00,30.5,62,0,0,76
2025-01-26T12:00,31.4,58,10,0,59
2025-01-26T13:00,31.8,57,8,0,55
2025-01-26T14:00,31.9,55,8,0,68
2025-01-26T15:00,31.8,55,13,0,58
2025-01-26T16:00,31.4,55,3,0,70
2025-01-26T17:00,30.9,56,3,0,64
2025-01-26T18:00,29.4,66,3,0,61
2025-01-26T19:00,29.3,64,3,0,46
2025-01-26T20:00,28.5,67,0,0,65
2025-01-26T21:00,27.9,68,0,0,74
2025-01-26T22:00,27,69,0,0,64
2025-01-26T23:00,26.4,67,0,0,73
2025-01-27T00:00,25.7,69,0,0,98
2025-01-27T01:00,24.9,79,0,0,100
2025-01-27T02:00,24.2,71,8,0,81
2025-01-27T03:00,23.4,71,5,0,84
2025-01-27T04:00,22.7,71,0,0,94
2025-01-27T05:00,22.3,69,0,0,100
2025-01-27T06:00,21.8,69,0,0,88
2025-01-27T07:00,21.6,71,0,0,48
2025-01-27T08:00,22.9,69,0,0,15
2025-01-27T09:00,24.5,62,0,0,3
2025-01-27T10:00,26.4,56,0,0,12
2025-01-27T11:00,28,51,0,0,5
2025-01-27T12:00,29.4,46,0,0,0
2025-01-27T13:00,30.1,45,0,0,23
2025-01-27T14:00,30.7,44,0,0,6
2025-01-27T15:00,30.8,42,0,0,23
2025-01-27T16:00,30.5,42,0,0,0
2025-01-27T17:00,29.8,44,0,0,0
2025-01-27T18:00,28.1,50,0,0,0
2025-01-27T19:00,26.6,56,0,0,0
2025-01-27T20:00,25.6,59,0,0,3
2025-01-27T21:00,24.9,62,0,0,0
2025-01-27T22:00,24.3,64,0,0,0
2025-01-27T23:00,23.7,66,0,0,10
2025-01-28T00:00,23,69,0,0,26
2025-01-28T01:00,22.3,74,0,0,53
2025-01-28T02:00,21.9,75,0,0,73
2025-01-28T03:00,21.8,75,0,0,95
2025-01-28T04:00,21.6,73,0,0,96
2025-01-28T05:00,21.2,73,0,0,81
2025-01-28T06:00,20.7,74,0,0,66
2025-01-28T07:00,20.5,75,0,0,44
2025-01-28T08:00,21.9,69,0,0,30
2025-01-28T09:00,23.3,62,0,0,12
2025-01-28T10:00,24.9,57,0,0,0
2025-01-28T11:00,26.7,52,0,0,0
2025-01-28T12:00,28.4,46,0,0,0
2025-01-28T13:00,29,45,0,0,0
2025-01-28T14:00,29.7,41,0,0,0
2025-01-28T15:00,29.8,42,0,0,0
2025-01-28T16:00,29.5,42,0,0,2
2025-01-28T17:00,28.7,43,0,0,0
2025-01-28T18:00,26.8,52,0,0,100
2025-01-28T19:00,25.8,54,0,0,100
2025-01-28T20:00,24.7,59,0,0,100
2025-01-28T21:00,23.9,62,0,0,100
2025-01-28T22:00,23.2,63,0,0,100
2025-01-28T23:00,22.7,64,0,0,35
2025-01-29T00:00,22.2,66,0,0,94
2025-01-29T01:00,21.6,71,0,0,6
2025-01-29T02:00,21.2,70,0,0,9
2025-01-29T03:00,20.6,72,0,0,11
2025-01-29T04:00,20.1,72,0,0,100
2025-01-29T05:00,19.7,74,0,0,0
2025-01-29T06:00,19.3,75,0,0,15
2025-01-29T07:00,19,78,0,0,0
2025-01-29T08:00,20.8,73,0,0,0
2025-01-29T09:00,22.8,64,0,0,0
2025-01-29T10:00,24.9,57,0,0,0
2025-01-29T11:00,26.9,50,0,0,0
2025-01-29T12:00,28.6,44,0,0,0
2025-01-29T13:00,29.4,41,0,0,3
2025-01-29T14:00,30,39,0,0,10
2025-01-29T15:00,30,38,0,0,70
2025-01-29T16:00,29.5,39,0,0,100
2025-01-29T17:00,28.7,40,0,0,100
2025-01-29T18:00,26.6,49,0,0,100
2025-01-29T19:00,25.5,52,0,0,100
2025-01-29T20:00,24.2,56,0,0,100
2025-01-29T21:00,23.4,60,0,0,98
2025-01-29T22:00,22.7,63,0,0,100
2025-01-29T23:00,22,65,0,0,100
2025-01-30T00:00,21.4,68,0,0,100
2025-01-30T01:00,20.7,74,0,0,100
2025-01-30T02:00,20.5,77,0,0,100
2025-01-30T03:00,20.4,77,0,0,100
2025-01-30T04:00,20.1,77,0,0,68
2025-01-30T05:00,19.6,79,0,0,100
2025-01-30T06:00,19.1,81,0,0,15
2025-01-30T07:00,18.9,82,0,0,0
2025-01-30T08:00,20.7,77,0,0,5
2025-01-30T09:00,22.8,68,0,0,0
2025-01-30T10:00,24.7,62,0,0,0
2025-01-30T11:00,26.5,56,0,0,0
2025-01-30T12:00,28.2,50,0,0,2
2025-01-30T13:00,29.4,45,0,0,2
2025-01-30T14:00,30,41,0,0,29
2025-01-30T15:00,30.1,40,0,0,31
2025-01-30T16:00,29.8,40,0,0,37
2025-01-30T17:00,29.1,40,0,0,74
2025-01-30T18:00,27.2,49,0,0,21
2025-01-30T19:00,26.7,50,0,0,100
2025-01-30T20:00,25.9,53,0,0,99
2025-01-30T21:00,25.2,54,0,0,74
2025-01-30T22:00,24.5,55,0,0,65
2025-01-30T23:00,23.5,58,0,0,59
2025-01-31T00:00,22.6,62,0,0,100
2025-01-31T01:00,20.7,73,0,0,58
2025-01-31T02:00,20,75,0,0,26
2025-01-31T03:00,19.4,78,0,0,40
2025-01-31T04:00,18.9,80,0,0,92
2025-01-31T05:00,18.5,82,0,0,100
2025-01-31T06:00,18.5,82,0,0,100
2025-01-31T07:00,19,82,0,0,91
2025-01-31T08:00,21.4,79,0,0,34
2025-01-31T09:00,24.5,65,0,0,3
2025-01-31T10:00,26.7,58,0,0,0
2025-01-31T11:00,29,50,0,0,0
2025-01-31T12:00,30.3,42,0,0,4
2025-01-31T13:00,31.1,39,0,0,29
2025-01-31T14:00,31.5,38,0,0,23
2025-01-31T15:00,31.5,37,0,0,11
2025-01-31T16:00,31,37,0,0,63
2025-01-31T17:00,30.1,39,0,0,100
2025-01-31T18:00,27.8,53,0,0,100
2025-01-31T19:00,26.8,57,0,0,100
2025-01-31T20:00,25.7,58,0,0,100
2025-01-31T21:00,24.7,60,0,0,83
2025-01-31T22:00,23.8,61,0,0,0
2025-01-31T23:00,23.1,61,0,0,0
2025-02-01T00:00,22.4,63,0,0,3
2025-02-01T01:00,21,73,0,0,91
2025-02-01T02:00,20.5,75,0,0,100
2025-02-01T03:00,20,77,0,0,100
2025-02-01T04:00,19.7,76,0,0,100
2025-02-01T05:00,19.4,76,0,0,100
2025-02-01T06:00,19.2,77,0,0,100
2025-02-01T07:00,18.9,82,0,0,76
2025-02-01T08:00,21.2,81,0,0,79
2025-02-01T09:00,24.2,69,0,0,34
2025-02-01T10:00,27.1,62,0,0,12
2025-02-01T11:00,29.2,52,0,0,0
2025-02-01T12:00,30.7,48,0,0,0
2025-02-01T13:00,31.7,44,0,0,38
2025-02-01T14:00,32.3,42,0,0,27
2025-02-01T15:00,32.4,40,0,0,71
2025-02-01T16:00,31.9,41,0,0,100
2025-02-01T17:00,31.1,42,0,0,32
2025-02-01T18:00,29.3,58,0,0,100
2025-02-01T19:00,28.4,55,0,0,100
2025-02-01T20:00,27.2,57,0,0,100
2025-02-01T21:00,26.3,57,0,0,100
2025-02-01T22:00,25.4,59,0,0,100
2025-02-01T23:00,25,58,0,0,100
2025-02-02T00:00,22.8,67,0,0,90
2025-02-02T01:00,22.3,74,0,0,100
2025-02-02T02:00,22,79,0,0,97
2025-02-02T03:00,21.8,78,0,0,67
2025-02-02T04:00,21.5,78,0,0,76
2025-02-02T05:00,21,83,0,0,100
2025-02-02T06:00,20.5,90,0,0,100
2025-02-02T07:00,20.8,91,0,0,100
2025-02-02T08:00,22.9,86,0,0,96
2025-02-02T09:00,25.6,77,0,0,62
2025-02-02T10:00,27.9,68,0,0,41
2025-02-02T11:00,30,58,0,0,26
2025-02-02T12:00,31.7,51,0,0,5
2025-02-02T13:00,32.2,50,0,0,100
2025-02-02T14:00,32.8,47,0,0,100
2025-02-02T15:00,33,44,0,0,100
2025-02-02T16:00,32.9,43,0,0,41
2025-02-02T17:00,32.2,43,0,0,0
2025-02-02T18:00,30,54,0,0,0
2025-02-02T19:00,28.1,63,0,0,0
2025-02-02T20:00,26.8,68,0,0,0
2025-02-02T21:00,25.8,72,0,0,0
2025-02-02T22:00,24.8,77,0,0,0
2025-02-02T23:00,24.3,83,0,0,0
2025-02-03T00:00,23.9,87,0,0,0
2025-02-03T01:00,23.7,87,0,0,0
2025-02-03T02:00,23.4,87,0,0,0
2025-02-03T03:00,22.9,91,0,0,0
2025-02-03T04:00,22.6,94,0,0,14
2025-02-03T05:00,22.5,95,0,0,20
2025-02-03T06:00,22.3,96,0,0,9
2025-02-03T07:00,22.5,95,0,0,20
2025-02-03T08:00,24.2,90,0,0,29
2025-02-03T09:00,26.3,81,0,0,43
2025-02-03T10:00,28.3,71,0,0,40
2025-02-03T11:00,29.8,64,0,0,32
2025-02-03T12:00,31.1,57,0,0,37
2025-02-03T13:00,31.8,55,0,0,41
2025-02-03T14:00,32.4,52,0,0,41
2025-02-03T15:00,32.5,51,0,0,41
2025-02-03T16:00,32,52,0,0,36
2025-02-03T17:00,31.4,52,0,0,43
2025-02-03T18:00,29.7,61,0,0,26
2025-02-03T19:00,29,65,0,0,23
2025-02-03T20:00,28.4,67,0,0,0
2025-02-03T21:00,27.7,68,0,0,38
2025-02-03T22:00,26.6,71,0,0,45
2025-02-03T23:00,25.9,75,0,0,58
2025-02-04T00:00,25.4,77,0,0,50
2025-02-04T01:00,25,78,0,0,69
2025-02-04T02:00,24.5,82,15,0,81
2025-02-04T03:00,24.5,83,20,0,75
2025-02-04T04:00,24.3,85,5,0,44
